35545	85.5	8	1.3	8	2	87.4	8.8	4.8	8.8	9.8	88.3	8	5.4	8	9.4	85.7	8	2.7	8	5.4	83.5	8	1.3	8	2	83.3	8	1.6	8	3.1	89.3	12.4	5.8	12.5	9.3
35546	71	7	1.1	7	2	85.5	9.3	5.1	9.3	9.4	89	10.9	4.3	10.9	2.7	84	7	1.1	7	2	86.1	7	1.1	7	2	88.7	7	4.6	7	3.9	90.4	15.5	6.9	15.2	9.5
35547	73.5	7	0.5	7	2	70.4	8.9	0.5	9.3	3.1	62.1	8.4	0.8	8.4	4.6	59.1	7	0.5	7	5.2	71.8	7	4	7	6.4	80.8	7	4.9	7.4	6.7	91.1	18.9	7.9	18.6	11
35548	83.2	7	0	7	5	83.8	11.5	4.5	11.5	15.9	78.5	10.4	2.3	10.4	14.7	75.9	7	0	7	5	89.4	7.4	5.8	7	5	89.4	12.1	7.2	11.9	9.8	30	9.3	0.2	9.4	8.2
35549	43	8	0.1	9	6	60.7	8.6	1	9	13.7	68.8	9.2	2	10.2	23.7	64.4	8	0.1	9	6	89.3	9.8	8	10	6	89.3	14.3	8.7	14.4	12.9	67	11.6	1	11.7	9.1
35550	56.6	8	0.4	9	1	71.6	9.2	1.6	9.8	14.6	73.8	9.2	1.1	10.3	9.1	57.2	8	0.4	9	6.3	59.1	8.6	0.4	9	2.3	66.7	13.4	0.4	13.9	2.8	80	14.2	1.7	13.8	6.1
35551	84.1	4.7	2.9	5	2.3	85.4	8.7	3.2	8.7	6.7	81.5	10.3	2.3	11.3	10	86.8	7.1	4.4	7.2	9.1	25.1	3.2	0.5	3	22.3	14.1	5.4	0	4.1	23.7	58.8	6.8	1.3	6.9	14.9
35552	87.2	6.8	4.4	7	7.2	87.2	10.2	4.5	11	7.4	86.1	12.2	3.9	13.2	9.1	88.9	8.9	4.7	9	4.7	54.8	4	0.9	4	10.6	45.6	5.8	0.1	5.5	6.9	63.3	7.7	0.9	7.7	6.8
35553	88.2	7	1.7	7	5.9	88.6	11.5	6.8	12.3	12.6	87.5	14.1	8.4	15.1	20.4	91	11.7	21.3	11.7	26.6	91.3	8.6	4.5	8.8	5	91.3	8.5	5.5	8.4	13.6	21.7	3.9	0	3.8	31.9
35554	90.9	10	7.2	10.1	7.6	87.4	13.2	5.8	14	11.8	89	17	9.5	18	18.6	90.9	14.6	6.8	14.6	7.2	90.3	9.1	4.9	9.4	6	92.4	11.3	10.2	11.3	14.4	31.9	2.7	0.1	2.5	10.3
35555	51.8	3	0.4	2.4	13.4	50.8	7.4	0.3	7.7	12.8	54.1	10.7	0.6	13.6	16.7	61.3	11.8	1	12	13.6	23	3.9	0	5.1	4	63	7.1	0.9	7.9	5	68.1	5.5	0.9	5.3	9.8
35556	76.5	4.8	1.6	4.5	13.3	70.6	9	1	8.9	7.4	76	12.6	1.9	15.5	15	77.5	12.8	2	13.4	13.3	27.5	1	0	1.4	15.5	46.2	4.6	0.3	6	15.1	38	2.9	0.1	3.1	14.3
35557	79.7	5.9	3.4	5.5	16.8	83.9	11.3	3.3	11.2	11.9	88.7	16.5	9.7	18.5	19.6	87.2	16.4	5.2	16.9	11	66.6	3.3	1.1	3.5	13	71	6	1.2	7.5	10.7	63	4.2	0.8	4.4	9.9
35558	14.6	2.4	0	2	16.4	19.8	4.7	0	4.3	17.7	31.7	8.4	0	11.2	18.7	28.5	8.8	0	10.3	4.6	78	5.3	2.1	5.8	17.4	77.1	7	1.3	8.1	9.6	81.3	7.1	2.4	7.1	10.2
35559	29.2	0.9	0	0.6	6.5	45.2	5.8	0.2	5.7	5.7	33.9	4.7	0	6.6	10.5	22.3	5.1	0	7.2	10.1	28.9	2.9	0.1	3.6	23.7	37.2	4.3	0.1	6.4	5.3	31.3	4.6	0.2	4.5	4.8
35560	61.6	3	0.4	2.7	7.8	78.7	9.1	2.4	9	14	66.4	6.9	0.9	9.6	10.2	50.8	6.6	0.2	8.8	3.4	52.4	4.2	0.9	4.8	17.4	65.1	5.5	1.5	7.7	20.5	31.4	2.8	0.1	3.1	9.6
35561	31.8	3	0.5	3	19.5	49.8	6	0.7	5.9	20.6	67.6	6.7	1.2	9.4	16.1	14.9	3.1	0	5.1	0	74.5	7.1	1.7	7.8	6.1	80.7	8.1	2	10.4	9.1	69.1	6	1.2	6.3	13.3
35562	9.2	1	0	1	4.4	62.6	6	1.1	5.9	17	70.7	6.7	1.3	9.5	14.4	14.6	1.5	0	2.3	16.5	56.8	5.4	1.4	5.4	23	26.1	3.9	0	6.1	5.3	35.1	3.3	0	4.2	8.4
35563	19.4	0	0	0	6	74	7.1	1	7.8	5.6	72.5	7.4	0.7	10.2	0.3	34.1	2	0	3.2	3.5	56.7	5.3	0.4	6.2	8.8	12.6	1.9	0	3.1	6.3	40.9	3.1	0.2	4	4.3
35564	32.2	0	0	0	7.6	81.5	8	1.7	8.7	9.1	73.2	8.4	1	11.3	7.1	54.5	2.4	0.4	3.4	7.1	54.5	6.7	0.3	7.4	2	30.5	1.8	0	3	10	52.4	3.7	0.6	4.3	3.9
35565	57.9	0	0	0	6.8	81.2	8.6	1.9	9.5	6.5	79.1	9.4	1.7	13.1	6.7	70.2	3.6	1	5.3	8.7	58.7	6.3	0.7	8	15.6	30.4	2	0	3.1	21.3	19.7	2.1	0	2.2	6
35566	72.4	0	0	0.3	1	85.8	10.8	3.5	11.4	9.4	82.2	10.4	1.9	14	5.4	81.8	5.8	2.2	7	7.1	70.3	6.7	1	8.6	10	49.6	2	0.3	3.9	10.2	12.8	0.6	0	0.7	3.9
35567	85.5	3.8	3.1	4.7	7.9	86.8	12.3	3.4	13	4.7	83.6	11.4	1.8	15.2	0.7	86.9	7.8	3.4	9.1	6	77.8	7.9	1.7	9.6	12.8	70.1	3	1.8	5.2	20.6	45.3	1.3	0.2	2	12.2
35568	85.8	6.5	4.8	7	16.9	86.6	14.3	4.2	15.6	8	82.6	12.4	1.8	16.2	1.7	55.3	5	0.4	6.2	5.6	83	9.4	2.6	11.1	7.8	79.2	4	1.9	7	11.4	69.4	3.4	1	4.4	9.4
35569	80	6.3	2.3	7.6	10.3	81.2	14.8	2.4	16.4	7.7	47.5	7.9	0.4	11.8	11.8	58.9	5	0.5	6.5	4.8	56.9	8.1	0.6	10.6	10.2	13.6	0.9	0	2	8.4	72.4	4	1	5	6.7
35570	79.1	6.6	2.2	7.7	14.5	72.4	14.9	1.2	16.9	10.7	53.7	7.7	0.5	11.5	12.4	52.5	4.2	0.3	6.3	8.9	23.5	4	0	5.6	16	21.2	0	0	0.1	18.3	76.7	5	1.9	5.9	11.7
35571	82.7	7.4	2.5	8.5	8	81.5	17	1.8	19	5.2	66.4	8.7	0.7	13.5	5.7	62.4	4.6	0.6	6.9	5.6	31.1	3.5	0	5.1	18.1	35.2	0.2	0	0.5	22.3	57.2	3.8	0.5	5.8	8.4
35572	84.4	8.3	3.1	9.9	9.4	72	16.3	1.7	18.5	9.4	74.7	9.7	1	14.4	3.7	68.7	4.9	0.7	7.2	4	54.3	4.6	0.5	7	12.3	59.2	1.8	0.9	3	18.5	63.2	4	0.9	6	12.8
35573	60.1	7.6	0.7	9.3	7.7	42.9	11.4	0.1	15.4	11.1	26.6	4.9	0	7.9	5.1	38.4	2.6	0	4	4.5	70.7	5.7	1	8.3	7.4	77.4	3.8	1.8	5.9	13	74.6	5.3	1.3	7.2	5.3
35574	70.5	8.5	1.1	10.2	9.3	63.9	12.7	0.7	16.7	6.2	38.2	5.6	0	9.3	0.5	50.6	2.9	0.3	5	8.2	47.7	4	0.2	6.4	11.9	73.5	4.8	1.1	7.1	4.7	84.5	8.2	3.8	10.8	13.2
35575	81.2	10.6	3.2	12.3	12.9	76.3	14.7	1.2	19	5.5	63.2	7.5	0.8	12	8.6	71.4	4.6	1.2	7	11.3	61.9	4.1	1	6.6	13.1	78.5	5.7	2.4	8.8	16.4	67.4	7.7	0.7	10.7	6.8
35576	88.9	13.9	4.5	15.4	4	86.6	17.7	3.6	21.9	6.2	82.9	10.5	2.9	15.3	10.9	82.3	6.6	2.6	9.7	10.6	79.5	6.2	2.5	9	12.6	84.4	7.7	4.1	10.8	14.9	79	9.5	1.5	12.5	8.8
35577	90.9	17.8	6.4	19.3	4.7	90.6	21.8	5.9	25.6	4.7	89.7	14.6	6.1	20.3	7.7	88.2	10.2	4.4	14.3	5.4	86.3	9.2	3.5	12.6	6.2	87.4	10.9	4.5	14.1	8.5	82.7	11.1	2.3	14.8	5.2
35578	91.2	16.4	8.8	15.6	10.7	92.6	26.6	7.8	29.7	4.5	91.8	18.6	8.2	24.1	7.4	89.8	14	6.9	18.1	9	89.7	13.2	4.9	16.8	3.2	89.9	14.8	7.2	18	10.1	90	15.3	7	18.6	10.2
35579	92.1	19.9	6.7	19.4	2.7	92.7	31.7	8.8	33.8	6.5	92.1	23.1	8.1	28.6	6.9	90.2	17.9	6.3	21.2	6.8	90.1	17.3	5.4	20.8	2.3	90.3	18.5	10.7	21.7	17.4	90	18.5	8.7	21.7	14.7
