33726	37.8	2	0	2	2	35	2.9	0	3.6	11.6	46.9	3.6	0.3	3.5	6.6	67.5	2	0.7	2.3	2.6	54.9	3	0	3.6	2	35.5	4.4	0	5.6	2	13.5	3.3	0	3.8	10.1
33727	84	6.8	2.5	7.9	5	57.6	4.9	0.4	5.5	7.5	66.3	4.8	1	5.6	5	84	6.8	2.4	7.4	8	48.5	4.9	1.1	5	9	37.4	3.9	0.2	5.4	13	28.5	3.1	0	3	15.8
33728	86	7.6	3.6	8.7	0	71.4	6.6	0.8	7.5	4.5	81.6	6.9	2.7	6.8	10.9	86	7.8	4.1	8.7	10.4	67.9	6.1	1.9	7.3	10.6	63.2	5.1	0.9	7.3	11.2	58.5	4.7	0.5	4.8	9
33729	87.4	8.9	2.5	10	0	87.9	9.4	5.3	9.5	10.1	86.8	8	4.1	7.4	8.7	86.5	8.9	4.2	9.4	4.5	72.5	6.1	2.1	7.3	7.2	75.6	6	1.8	8.1	10.9	71.7	5.7	0.9	5.7	6.4
33730	91	13.3	17.2	13.1	20.2	89.3	12.8	12.9	12.7	22.9	89.9	11.7	10.6	11.6	18.6	89.4	12.4	7.7	11.7	8.1	88.2	11	5.4	8.6	6	89.2	10.7	4.9	9	6	81.5	7.9	2	7.8	6.3
33731	87.9	10.3	4.7	10.3	5.1	89.5	16.8	5.6	16.8	6.2	87.3	8.7	6.5	8.8	16.2	91.3	8	8.4	8	9.7	89.8	8	12.7	8	19.8	90.5	12.2	15.9	11.9	24.2	86.8	10.8	6.5	10.8	16.8
33732	62.5	7.5	0	8.5	3.9	87.8	18.4	6.3	18.3	18.8	84.5	9.2	2.5	9.2	2	67.9	5	0	6	6.3	76.7	11.1	12.8	10.4	12.4	88.9	16.8	10.6	16.1	9.3	89.2	15	7.6	15	10.8
33733	51.9	4.5	0	6.7	6	88.2	21.4	7.1	21.3	16.3	88.7	12.2	4.7	12.3	8.7	68	3.9	0	3.7	10.2	72.5	12.9	4.8	12	17.1	92	20.7	6.1	19.7	4.6	30.1	8.2	0.1	8.4	3.5
33734	88.8	10.7	1.5	11.5	10.5	90.6	25.6	20.3	25.5	30.6	89.7	15.9	14.2	16	22.4	89.4	9.2	12.6	8.9	24.4	89.2	16.2	7.1	15.5	14.2	93	24.5	6.9	23.6	5.2	63.8	9.4	0.8	9.4	7.4
33735	33.1	4	0	5.1	2	47.6	11.5	0.2	11.4	12.6	59.9	12	1.1	12.2	3.3	53.7	6.5	0	6.4	5.7	89	19.4	11.3	17.8	17.5	89	28	10.7	26.7	17	85.2	13.5	3.5	12.7	9.7
33736	31	3	0	4	4.2	63.8	12.8	1.1	12.7	19.6	84.4	14	19.8	13.5	33.2	47.2	4.6	0	6.6	12.4	58.1	15	1.3	15.4	16.9	64.4	24.1	1.8	24.8	10.2	88.8	17.6	6.7	16.8	12.2
33737	47.4	4	0	5.6	3.5	77.7	14	1.8	14	12.6	81.4	14.5	2	14.5	9.6	61.5	6	0.4	7.4	7.8	43.7	7.5	0.3	9.4	13.2	35.9	11.5	0	13.2	13.8	43.3	10.9	0.1	11	7.6
33738	78.5	12.4	3	13.8	25.8	81.4	15.7	5.9	15.2	25.3	88.8	15.7	7.1	15.2	16.7	80.6	8.7	0.9	10.6	14.8	65.4	8.8	2.3	10.5	20.6	65.8	19.3	0.9	20.1	5.7	65.9	12	0.8	12.7	8.6
33739	58.9	9.9	0.5	11.8	6	55.3	9.7	0.5	10.2	9.1	83.3	16.5	2.2	16.8	7.4	51.9	5.9	0	8.8	1.2	86	12.4	3.8	13.4	21	65.1	18.5	1.2	20.5	14.1	82.2	15	2.4	14.9	9.4
33740	42.9	7.8	0.2	10.1	11	12.4	4.5	0	3.9	9.4	32.6	10.4	0	12.8	7.9	36.5	3.6	0.1	6	10.8	81.9	10.5	2.5	12.1	14.6	70.2	15	2.2	17.5	12.9	88.4	19.2	4.9	19	7.3
33741	43.4	5.4	0.1	7.7	6.7	44.8	4	0.2	3.9	12.2	24.8	6.4	0	9	7.8	10	1	0	1	8	36.7	8.5	1.1	7.8	18	47.5	11.9	0.5	14.3	11.3	86.8	21.1	4.4	21.5	10.3
33742	76.3	8.3	2.1	10.7	19.7	77.4	6.9	2.4	6.9	18.5	62.9	8.4	0.8	11.7	11.9	46.9	3	0.3	4	17.5	54.7	11.4	0.7	14.4	8	59.8	13.5	1.6	16.9	5.9	50.9	11	0.3	10.5	10.1
33743	85.3	11	4.9	13.2	17.7	87	10.2	7.3	10.1	18.8	83.6	12.3	3.3	15.1	12.1	87.8	9.2	6.5	9.3	15.7	85.8	15.2	5.7	18.3	25.6	82.4	16.8	4.3	20.4	14.8	77.3	14	1.2	13.8	6.6
33744	89.5	15.8	8.9	18.1	14.8	91.3	14.9	16	14.9	22.1	90.1	17.1	8	19.5	11.6	91.9	14.5	14	14.3	17.7	87.8	19.2	6.8	21.6	11.1	88.6	21.1	6.3	24.8	9.4	88.2	18.1	5.6	17.7	11.4
33745	88.6	19.5	11	21.9	18.5	90.6	18.7	13.7	18.6	20.7	90.1	21.1	8	22.8	11.7	91.7	18.7	9.6	18.6	10.3	91.3	24.1	14.1	26.6	20	91.7	26.2	10.1	30	13.6	88.8	21.7	5.8	21.6	9.5
33746	37.3	11.1	0.2	15.2	18.2	35.5	11	0.1	12.1	16.4	35.5	12.4	0.2	16.2	11.5	77.4	20.5	1.4	21	14.5	91	29.2	13	31.8	25	91	30.7	12	34.6	18	90.4	26.5	6.1	26.4	6.6
33747	47.1	10.9	0.2	14.8	11.5	39.7	8.5	0	10.5	12.2	30.5	7.5	0	10.6	12.6	34.8	10.5	0	12.1	13	54.3	20.9	0.5	23.6	15	71.5	28.3	1.7	32.4	14.5	82.5	27.2	2.9	27.1	12.8
33748	69	12.9	0.9	16.9	8.1	66.6	10.4	0.9	12.5	9.4	53.6	8.5	0.3	11.7	4.2	55.4	11.7	0.4	13.1	3.5	73.9	22.2	0.9	27.1	10.2	79.6	29.2	1.7	34.2	7.7	66.8	23.8	0.7	24.2	9.5
33749	80.6	14.9	2.8	18.7	16.8	81.3	12.7	1.6	14.6	4.7	69.5	10.2	0.7	13.5	3.5	66.4	12.4	0.7	14.9	4.5	80.8	22.7	1.8	27.4	8.3	82.9	30	2.2	35.2	5.1	79.5	25.8	1.7	26.1	9.5
33750	75.8	15.9	2.2	19.7	8.1	79.7	14	1.9	15.8	9	73.8	10.8	1.4	15.1	7.8	76.4	13.3	1.5	15.7	11.4	82.7	24.6	1.7	28.5	4.1	85.9	32.3	3	37.3	2.8	85.4	27.9	3	28.4	6.3
33751	86	18.9	4	23.3	8.7	87.2	16.9	4.1	18.8	6.6	78.2	12.2	1.9	16.7	4.7	79.2	14.3	1.4	16.8	4.5	85.4	26.8	2.6	30.5	5.6	85.8	33.7	2.8	38.7	2.7	85.7	29.8	3.6	30.4	8.1
33752	88.9	21.5	10.8	25.8	20.8	90.7	20.7	13.1	21.8	19.2	85.3	15.1	3.5	19.5	8.6	89	18.5	4	20.6	4.5	91.3	30.8	4.9	33.8	2.6	88.9	36.7	4.7	41.3	3.3	89.6	33.1	5.4	32.7	6.8
33753	88.7	24.3	7.6	28.7	14.6	89.7	23.9	15.4	24.8	24.3	88.4	18.3	7	23.2	14.3	89.9	21.9	7.8	23.7	12.9	89.9	34.7	10.8	38.6	15.9	89.3	40.2	8.4	45.4	12.9	89.5	36.2	5.4	35.8	5.7
33754	81.9	25	3.2	29.2	6.5	84.4	26.2	2.7	26.7	4.9	88.9	21	5	26.1	6.1	90.1	24.7	6.5	26	11.6	91	38.2	5	41.4	2.3	90.6	43.4	5	48.1	4.8	88.5	38.4	6	37.9	12.4
33755	85	26.2	2.5	31	5.3	84.6	28.6	3.1	29.8	10.5	80.6	20.4	2.2	26	5.4	88.3	27.3	4.9	28.7	5.4	80	35.9	0	41.8	21.3	90	46.5	4	51.9	11.2	47.3	29.3	0.1	32.7	4.6
33756	80.8	27	2.9	32.7	15.6	87.5	31.8	3.6	32.7	5.7	69.3	17.7	1.8	22.5	4.7	76.9	28	1.3	29.9	9.3	88.4	39.8	4.7	44.9	11.2	90	49.8	5.9	54.8	6.7	60.6	22.6	0.5	28.5	9.5
33757	49	18	0.5	24.6	4.7	87.3	33.3	6.1	34.9	14.1	82.8	20.7	2.4	25.8	8.2	78.6	29.5	1.4	32.6	5.2	74.3	38.4	5.4	45.1	8.8	89.3	53.5	8.4	58.8	9.4	83.8	26.6	2.4	31.7	5.9
33758	11	6	0	9.6	10.1	77.9	32.8	2.7	35.1	12.9	76	23.2	1.6	28.2	2.7	64.1	27.5	1	32.4	11.1	32.1	28.3	0.5	36.5	1	76.3	53.1	3.5	58.6	1.7	84.4	29.1	3.1	34	4.9
33759	15.7	3	0	5.7	15.6	41.3	14.3	0.1	19.1	17	57.1	20.1	1.5	25.5	9.5	54	23.6	0.8	29.9	13.5	28.1	22.6	0	31	2	70.9	49.8	2.1	56.3	4.9	84.9	31.5	3.3	36.9	7.7
33760	11	2	0	3	8.4	49.3	12.7	0.4	17.6	12.5	68.4	21.5	2.1	26.9	10.5	60.6	24.5	0.5	31.3	3.4	11	19.2	0	27.8	2.8	26.5	35.3	0	45.2	2.5	75.4	28	2.4	35.2	13.4
33761	26.5	1	0	3	9.2	64.2	13.5	0.6	18.9	5.2	67.8	19.7	1.2	26.3	7.6	35.6	18	0	25.2	5	27.2	17.2	0	25.9	1.9	7.9	18.1	0	27	1.5	45.2	22	0.1	29.2	2.5
33762	41.9	1	0.2	3	15.4	73.4	14.5	1.3	20.3	11.4	75	20.6	2	27.4	10.4	56.2	16.2	0.5	24.4	10.7	40.7	9.3	0	15.9	2	38.5	15	0	23.5	2	55.8	23.7	0.3	31.4	2
33763	71.1	3	1.2	6	11.1	82.7	17.2	2.1	23.2	5	80.7	22	1.9	29.3	7.4	75.6	18.2	1.4	26.5	11	58	9.4	0.6	18	3	61.7	16.5	0.6	26.3	3	77.7	26.6	1.5	34.9	10
33764	84.8	4.9	4.4	8.2	16.8	88.5	21.1	6.9	27.1	13.4	87.1	25.5	4	32.6	7.2	87.6	22.3	3.7	31.5	4.1	82.1	14.4	0.9	23.6	0	82.7	20.2	2.3	30.1	4.2	86.8	29.8	3.9	38.6	7.4
33765	71.9	6	1.4	10	12.4	90	25.3	5.1	32.1	2.8	89.1	29.1	5.1	36.9	9.1	83.4	24.8	2.4	34	4.8	87.4	17.8	2.6	27.6	1	86.7	23.4	3	34.1	2.6	88.1	33.1	5.7	42.1	9.8
33766	88.4	11	8.9	17	19.3	90.5	29.6	9.3	35.6	13	88.8	32.9	6.2	40.7	10.2	87.3	28.5	4.6	37.9	5.2	90.7	23.6	7.1	33.5	7	89.7	28.3	5.8	39	5.4	90.7	37.4	7.5	47	9.7
33767	89.7	13	10.7	19.3	18.4	77.8	28.5	2.4	35.6	6.1	91.6	37.9	5.3	45.6	8.2	91.5	32.5	6.8	42.7	6.6	83.3	26.8	4	37.5	5.7	87.5	31.2	5.4	43.2	8.4	90.3	41.1	9	50.5	13.9
33768	89.1	15.5	7.3	22	12.9	86.4	32.6	4.8	39	9.7	90.3	41.5	9.8	49.4	15.3	90.1	35.9	8.2	45.8	12.7	92	35.7	11.4	47.4	21.5	89.7	33.5	7.1	45.4	12.6	69.9	28.8	1.4	37.9	11.5
33769	88.8	17.6	6.5	24.7	12.3	88.5	35.8	7.5	42.4	14.1	88.7	44.1	4.6	51.5	4	88.6	38.2	5.7	48	10.7	88.9	36.8	5.1	49.7	9.2	86.8	34.7	3.3	47.8	4.5	81.4	30.9	1.8	41.4	7.4
33770	89.9	20.7	6.3	28.8	8.3	88.9	39.1	6.6	46.2	10.1	89.2	47.3	6	54.9	6.5	89.3	41.6	5.5	51.4	5.9	88.6	39.4	5.3	52.1	7.3	87.9	37.3	4.1	50.1	5	85.7	32.8	3.3	43.6	7.1
33771	89.6	24.4	8.4	32.6	14.4	84.5	40.9	4.4	48.3	11.8	86.5	49.4	3.6	57.6	6.8	89.4	45.1	8.3	54.8	13.4	91.5	44.4	6.9	57.2	6.6	90.1	41.5	5.7	54.7	6	88.2	36.6	4	47.3	3.1
33772	17.6	10	0	15	8.9	31.3	21.4	0	30.4	8.7	18	20.8	0	30.1	7	24.6	23.3	0	34.3	11.7	91	52	8.2	65.7	3.8	89.9	45.6	8.3	59	12.2	88.1	39.7	5.7	51.3	11.1
33773	18.5	5	0	7.7	18.9	22.9	14.6	0	22.7	12.6	7.3	9.6	0	16.4	14.1	8.8	11.8	0	19.5	19	50.1	27.6	0.7	38.4	44	47.5	21	0.3	31.5	17.5	73.5	36.3	2.4	48.8	8.8
33774	54	7	0.5	10.7	12	56.1	16.7	0.6	25.7	11.7	31.8	10.1	0	16.6	9.7	40.6	13.1	0.1	21.4	12.7	51.1	25	1.6	35.5	32	55	20.5	1.1	31.2	17.8	25.9	15.3	0	23.1	5.4
33775	73.9	9	1.1	13.7	7.2	76.8	18.8	1.5	29	9.8	58.6	11.5	0.5	18.5	7.7	65.9	14.3	1	23.8	13.5	53.3	17.2	2.9	26.7	35	52.3	16.1	1.3	25.9	17.2	25.4	13.9	0	21.8	8.5
33776	85.6	12.2	3.3	17.1	6.9	86.5	21.6	4.7	32.1	10.8	75.4	13.5	1.1	21.6	4.3	79.2	16.6	1.5	26	4	65.6	15.1	4.2	23.7	21.5	62.7	15.1	1.6	24.1	11.5	14.8	8.7	0	14.8	7.9
33777	86.7	14.9	5.6	19.6	13.2	84.9	22.6	5.2	33.5	15.7	80.3	15.1	1.8	23.1	3	86.5	20.1	4.9	30.3	12.4	72.2	17.3	6.8	28	11.8	76.7	17.9	2.4	28.8	4.1	40	9.2	0	14.9	8.1
33778	90	18.1	5	24.3	8.4	37.2	13.4	0.2	21.8	4.5	15	6.1	0	11	2.8	75.3	20	1.2	31	5.6	85	20.9	11.8	32.4	22	86.4	21.1	6.1	32.6	13.7	71.2	12.3	0.9	20	7
33779	89	19.7	3.8	26.4	5.1	63.8	15.5	0.8	24.6	5.5	12.3	4.6	0	8.3	1.7	75.6	20.8	0.9	32.1	3.7	89	24	6.8	36	13.2	88.5	24.2	5.3	35.8	9.3	79.4	13.7	1.7	22.6	8.1
33780	72.9	18.6	1.3	26.4	12.9	37.5	10.3	0.1	17.4	16.2	30.4	5.1	0.1	8.7	5	83.3	23	1.9	35.1	6.4	90.6	27.9	13.4	41.5	23.1	89.6	27.8	6	40.8	6.6	88	17.9	4.3	27.7	6.2
33781	86.3	21.6	3.4	28.8	14.3	67.6	13.2	0.8	21.2	6	55.1	6	0.5	10.2	9.1	70.9	20.3	1	32	8.6	84.9	29.4	4.5	43.4	15.9	89.4	31.3	4.8	44.1	4.4	89	21.7	4.3	31.6	3.5
33782	79.8	21.9	2.8	30.7	10.1	39.3	9.2	0.2	15	13.9	75.7	8.2	1.3	14.3	8.4	83.9	23.4	2.6	36.3	6.8	87	32.3	4.3	46.4	10.2	86.6	33.2	4.2	47.1	7.6	87.5	24.7	5.2	36.4	6.6
33783	70.9	20.9	1.8	28.7	19.4	35.6	4.6	0.2	6.2	15	41.8	4.1	0.1	7.4	15.9	59.8	15.9	0.8	26.3	12.1	65	27	1.4	40	21.5	77.6	32.1	2.1	45.6	9.1	83.3	26.5	3	38.3	8.4
