36982,95.2,6.2,7.9,7.2,0.0,89.3,33.5,9.2,10.7,0.0,75.7,0.0,8.8,5.4,14.9,74.6,0.0,2.5,5.8,5.5,81.8,12.3,6.3,24.0,10.6,95.2,7.7,5.4,8.4,7.5,63.6,7.3,2.4,17.4,6.0
36983,94.1,10.6,7.1,11.6,0.0,92.5,26.0,13.3,11.9,0.0,84.4,0.0,1.8,2.9,10.7,78.3,0.0,0.0,9.1,0.0,90.2,9.5,10.0,25.2,10.8,93.3,21.9,3.6,7.6,8.5,64.6,15.2,0.0,22.7,0.0
36984,94.1,10.6,7.1,11.6,0.0,92.5,26.0,13.3,11.9,0.0,84.4,0.0,1.8,2.9,10.7,78.3,0.0,0.0,9.1,0.0,90.2,9.5,10.0,25.2,10.8,93.3,21.9,3.6,7.6,8.5,64.6,15.2,0.0,22.7,0.0,94.1,10.6,7.1,11.6,0.0,92.5,26.0,13.3,11.9,0.0,84.4,0.0,1.8,2.9,10.7,78.3,0.0,0.0,9.1,0.0,90.2,9.5,10.0,25.2,10.8,93.3,21.9,3.6,7.6,8.5,64.6,15.2,0.0,22.7,0.0
36985,82.3,24.6,5.2,19.9,1.0,86.9,28.9,7.9,27.6,-0.0,81.0,3.8,0.3,1.3,24.0,100.0,0.0,0.0,1.0,0.0,84.8,0.0,1.7,27.5,17.6,92.3,22.3,0.0,3.1,0.0,64.6,15.2,0.0,22.7,0.0
36986,82.3,24.6,5.2,19.9,1.0,86.9,28.9,7.9,27.6,-0.0,81.0,3.8,0.3,1.3,24.0,100.0,0.0,0.0,1.0,0.0,84.8,0.0,1.7,27.5,17.6,92.3,22.3,0.0,3.1,0.0,64.6,15.2,0.0,22.7,0.0,82.3,24.6,5.2,19.9,1.0,86.9,28.9,7.9,27.6,-0.0,81.0,3.8,0.3,1.3,24.0,100.0,0.0,0.0,1.0,0.0,84.8,0.0,1.7,27.5,17.6,92.3,22.3,0.0,3.1,0.0,64.6,15.2,0.0,22.7,0.0
36987,62.5,28.3,0.9,16.5,0.1,99.9,36.8,5.6,28.5,0.0,94.1,13.3,0.0,3.4,29.0,99.9,19.8,0.0,8.1,0.0,88.7,14.6,3.3,22.6,12.6,96.7,38.4,2.9,2.0,20.2,55.6,30.5,3.5,18.0,5.5
36988,87.8,0.0,0.4,28.0,4.4,99.9,15.5,17.2,34.6,11.0,71.6,34.0,9.0,21.2,14.6,82.0,30.5,6.6,21.4,0.0,90.6,1.9,1.0,19.9,22.6,81.3,0.8,5.2,25.2,29.7,63.4,5.0,0.0,15.0,8.4
36989,88.7,23.3,0.0,23.4,9.5,99.9,2.8,16.3,34.4,16.6,71.8,45.2,8.6,17.3,15.1,73.9,34.6,3.1,17.0,2.4,95.2,7.2,3.4,17.9,17.6,71.8,0.0,4.6,25.3,31.8,63.4,5.0,0.0,15.0,8.4
36990,88.7,23.3,0.0,23.4,9.5,99.9,2.8,16.3,34.4,16.6,71.8,45.2,8.6,17.3,15.1,73.9,34.6,3.1,17.0,2.4,95.2,7.2,3.4,17.9,17.6,71.8,0.0,4.6,25.3,31.8,63.4,5.0,0.0,15.0,8.4,88.7,23.3,0.0,23.4,9.5,99.9,2.8,16.3,34.4,16.6,71.8,45.2,8.6,17.3,15.1,73.9,34.6,3.1,17.0,2.4,95.2,7.2,3.4,17.9,17.6,71.8,0.0,4.6,25.3,31.8,63.4,5.0,0.0,15.0,8.4
36991,79.4,40.7,3.5,19.7,8.5,82.8,29.6,3.9,24.8,26.2,81.3,54.6,14.5,20.7,20.3,85.3,45.5,5.2,17.9,0.0,97.8,14.8,10.7,16.6,26.1,78.2,22.2,8.6,24.1,26.9,67.9,8.9,5.1,16.5,8.1
36992,79.4,40.7,3.5,19.7,8.5,82.8,29.6,3.9,24.8,26.2,81.3,54.6,14.5,20.7,20.3,85.3,45.5,5.2,17.9,0.0,97.8,14.8,10.7,16.6,26.1,78.2,22.2,8.6,24.1,26.9,67.9,8.9,5.1,16.5,8.1,79.4,40.7,3.5,19.7,8.5,82.8,29.6,3.9,24.8,26.2,81.3,54.6,14.5,20.7,20.3,85.3,45.5,5.2,17.9,0.0,97.8,14.8,10.7,16.6,26.1,78.2,22.2,8.6,24.1,26.9,67.9,8.9,5.1,16.5,8.1
36993,73.1,35.5,4.7,18.9,10.0,74.3,36.9,9.8,27.3,32.1,76.5,11.8,5.2,27.2,24.3,73.2,49.8,7.9,13.2,1.2,76.3,26.6,1.9,23.6,29.5,77.9,0.0,0.8,33.3,31.9,58.7,15.0,1.5,17.7,10.8
36994,76.8,0.0,1.4,20.5,13.7,78.3,45.8,8.8,27.8,33.8,81.3,24.8,0.6,25.7,26.3,79.9,58.3,14.2,13.2,0.0,72.6,35.2,5.1,23.0,28.5,80.1,0.0,0.4,32.7,27.2,65.6,5.1,2.7,20.1,11.7
36995,84.4,0.0,2.4,15.8,33.9,76.5,5.3,6.5,27.9,27.5,76.2,49.7,2.9,25.6,24.7,96.4,24.3,0.0,24.5,1.0,81.5,29.7,3.9,29.4,37.6,68.2,42.2,0.0,33.5,20.5,62.3,18.9,5.1,18.5,16.0
36996,70.4,23.0,3.5,18.0,28.7,78.8,22.0,3.6,30.4,19.5,78.9,45.8,8.8,27.5,23.9,98.9,3.3,0.0,26.4,0.0,73.8,35.5,5.1,27.3,31.0,74.0,54.2,3.4,32.2,11.8,69.2,0.0,0.0,18.5,12.7
36997,66.6,7.1,0.1,17.6,20.6,74.7,-0.0,0.0,29.1,34.6,84.3,27.9,0.0,26.5,14.6,99.9,13.3,0.0,24.3,2.8,57.7,50.9,0.7,31.7,37.3,73.3,51.6,2.5,32.2,13.9,69.2,0.0,0.0,18.5,12.7
36998,79.0,10.1,4.1,20.6,14.2,75.8,22.8,2.6,30.3,29.0,85.7,30.5,0.6,25.9,21.7,95.7,13.3,0.0,19.7,8.9,81.7,35.3,13.2,26.5,27.3,71.0,79.2,0.0,34.4,23.2,69.2,0.0,0.0,18.5,12.7
36999,79.0,10.1,4.1,20.6,14.2,75.8,22.8,2.6,30.3,29.0,85.7,30.5,0.6,25.9,21.7,95.7,13.3,0.0,19.7,8.9,81.7,35.3,13.2,26.5,27.3,71.0,79.2,0.0,34.4,23.2,69.2,0.0,0.0,18.5,12.7,79.0,10.1,4.1,20.6,14.2,75.8,22.8,2.6,30.3,29.0,85.7,30.5,0.6,25.9,21.7,95.7,13.3,0.0,19.7,8.9,81.7,35.3,13.2,26.5,27.3,71.0,79.2,0.0,34.4,23.2,69.2,0.0,0.0,18.5,12.7
37000,72.4,24.8,5.9,16.6,1.3,68.1,37.5,5.3,33.0,14.4,81.0,28.5,6.5,29.9,8.8,99.9,0.0,7.4,17.1,13.2,73.6,7.0,4.5,25.0,28.9,65.1,122.1,4.3,42.5,33.5,70.1,7.2,0.0,18.4,9.2
37001,50.1,33.1,4.6,14.1,12.9,78.1,23.9,1.3,34.4,24.3,79.8,22.4,15.5,28.2,7.5,95.8,14.5,4.1,20.8,2.4,65.9,3.4,12.1,16.6,24.6,67.6,125.6,3.2,39.2,35.8,66.0,0.0,0.0,20.1,8.6
37002,41.4,15.9,10.5,12.6,14.2,73.5,41.9,5.7,31.6,22.6,78.7,0.0,17.4,23.1,8.0,85.7,4.7,4.5,23.3,3.7,77.6,17.2,3.8,34.2,13.9,58.6,130.4,6.2,34.5,39.4,59.4,2.3,0.0,19.3,9.5
37003,41.4,15.9,10.5,12.6,14.2,73.5,41.9,5.7,31.6,22.6,78.7,0.0,17.4,23.1,8.0,85.7,4.7,4.5,23.3,3.7,77.6,17.2,3.8,34.2,13.9,58.6,130.4,6.2,34.5,39.4,59.4,2.3,0.0,19.3,9.5,41.4,15.9,10.5,12.6,14.2,73.5,41.9,5.7,31.6,22.6,78.7,0.0,17.4,23.1,8.0,85.7,4.7,4.5,23.3,3.7,77.6,17.2,3.8,34.2,13.9,58.6,130.4,6.2,34.5,39.4,59.4,2.3,0.0,19.3,9.5
37004,62.6,18.3,8.4,20.0,2.2,81.1,41.6,7.7,32.6,5.2,83.8,0.0,6.5,29.9,29.0,78.4,57.4,2.9,20.1,5.4,84.9,29.9,8.6,33.5,15.0,75.2,19.5,8.2,19.7,56.5,64.7,0.0,1.7,17.0,17.1
37005,95.0,0.7,7.8,19.8,7.3,83.0,33.7,13.8,24.1,12.9,91.8,19.9,7.1,33.4,19.2,61.8,24.9,7.5,11.8,14.4,81.5,26.2,2.0,22.7,15.0,63.9,59.3,0.1,16.4,44.6,64.1,20.0,0.0,17.1,14.3
37006,95.0,0.7,7.8,19.8,7.3,83.0,33.7,13.8,24.1,12.9,91.8,19.9,7.1,33.4,19.2,61.8,24.9,7.5,11.8,14.4,81.5,26.2,2.0,22.7,15.0,63.9,59.3,0.1,16.4,44.6,64.1,20.0,0.0,17.1,14.3,95.0,0.7,7.8,19.8,7.3,83.0,33.7,13.8,24.1,12.9,91.8,19.9,7.1,33.4,19.2,61.8,24.9,7.5,11.8,14.4,81.5,26.2,2.0,22.7,15.0,63.9,59.3,0.1,16.4,44.6,64.1,20.0,0.0,17.1,14.3
37007,70.8,8.4,11.3,22.8,10.8,84.7,28.9,20.1,24.8,0.0,85.5,54.5,3.6,35.3,23.3,73.4,33.9,6.1,10.7,15.7,85.5,6.4,0.0,25.3,14.3,71.4,21.4,6.0,21.2,46.6,64.1,20.0,0.0,17.1,14.3
37008,64.3,14.6,13.6,30.9,13.9,79.6,27.2,5.0,25.4,11.9,80.2,48.6,0.0,34.2,19.0,87.6,29.1,2.8,5.0,13.1,96.7,0.0,2.7,23.4,18.7,79.9,37.0,6.1,24.5,41.4,67.5,0.0,0.0,19.1,12.5
37009,76.2,0.0,6.0,22.8,20.5,66.9,45.1,3.4,27.5,12.5,73.9,44.0,0.0,36.0,15.0,80.5,51.5,-0.0,3.0,0.2,97.8,7.1,2.4,17.0,30.7,93.3,33.4,11.2,25.2,43.2,74.7,33.9,2.6,17.3,17.8
37010,79.8,25.7,5.9,25.3,20.3,70.3,47.4,4.0,24.4,0.0,76.2,39.3,0.0,32.6,20.2,78.0,54.7,2.4,2.6,2.1,91.1,5.3,2.4,13.4,34.1,94.8,25.6,8.6,25.2,47.1,74.7,33.9,2.6,17.3,17.8
37011,79.0,43.2,7.7,22.4,20.7,77.2,10.3,5.4,26.0,0.0,76.9,31.9,0.0,30.4,17.8,77.5,40.2,3.2,1.8,3.4,89.0,0.0,2.6,13.2,28.9,89.8,12.8,11.6,24.3,43.6,74.7,33.9,2.6,17.3,17.8
37012,77.7,0.0,0.8,27.3,26.0,71.7,4.1,5.3,22.8,6.1,89.4,29.1,11.1,26.9,25.2,77.4,45.5,2.8,19.0,0.9,88.0,27.4,6.7,12.6,39.2,71.5,5.4,10.5,26.8,38.7,74.7,33.9,2.6,17.3,17.8
37013,95.2,22.6,8.3,25.5,35.4,59.1,0.0,0.0,13.3,2.2,86.0,19.1,9.4,25.7,43.6,57.6,51.6,0.0,21.9,0.0,96.2,30.7,5.6,12.7,25.8,84.0,37.0,8.8,28.6,40.3,63.2,21.7,0.0,18.4,11.2
37014,76.6,15.4,0.7,21.6,34.9,99.9,2.0,5.1,27.5,18.1,92.1,70.7,6.3,38.4,46.8,93.4,44.6,5.1,35.7,0.0,92.8,37.7,6.2,13.7,24.7,86.2,27.6,10.4,31.2,37.8,60.2,20.3,2.6,14.5,5.3
37015,76.7,14.0,9.9,18.3,51.8,73.9,40.5,4.2,31.9,31.9,69.4,19.0,0.9,26.0,38.2,98.8,68.3,0.9,36.4,0.0,98.9,9.2,7.3,15.0,34.7,76.8,39.2,0.2,37.9,37.7,57.0,3.5,0.1,18.0,14.1
37016,79.6,24.7,2.3,22.4,46.0,72.0,13.0,1.8,20.8,40.2,65.9,30.3,0.0,25.6,43.2,92.9,11.6,4.8,17.5,7.8,86.1,8.3,13.0,29.8,18.0,84.7,0.0,0.0,18.6,48.5,57.0,3.5,0.1,18.0,14.1
37017,62.4,41.5,6.8,29.1,40.7,76.1,12.8,15.5,20.5,19.8,71.9,11.1,4.0,28.3,33.2,69.2,28.0,3.1,28.6,19.6,84.4,17.8,5.2,23.8,25.0,74.5,7.7,15.3,30.1,42.9,58.1,2.7,1.7,19.0,9.0
37018,79.0,43.6,11.5,23.4,36.6,72.4,36.2,16.4,18.8,10.1,79.3,47.7,12.3,46.0,56.7,83.8,38.6,0.6,15.5,27.1,70.3,24.2,0.0,24.1,23.5,84.3,58.8,17.1,26.5,18.8,49.9,18.4,0.0,19.0,13.1
37019,84.4,38.8,6.1,49.7,44.9,76.1,32.5,0.0,35.0,0.0,89.0,3.4,0.0,27.4,54.2,76.7,72.1,0.0,35.1,41.6,67.6,33.5,13.4,32.9,17.9,87.3,14.5,5.7,36.2,17.7,77.3,30.4,0.3,30.5,12.8
37020,78.0,18.4,0.3,20.6,49.0,71.4,29.6,3.0,28.2,2.6,78.7,48.3,17.0,31.0,66.1,80.5,46.8,3.1,32.7,25.7,54.3,10.3,0.0,34.2,12.8,88.1,28.7,1.5,23.7,26.0,77.3,30.4,0.3,30.5,12.8
37021,82.1,33.8,9.9,40.6,63.5,81.1,11.4,2.5,30.7,17.5,76.6,32.9,4.1,29.5,56.8,69.8,0.0,6.8,23.4,35.5,80.5,8.5,0.6,22.7,0.0,99.9,20.2,4.4,43.6,27.2,79.1,12.4,1.8,27.3,35.2
37022,68.5,24.5,1.5,25.8,52.8,76.1,14.6,1.7,31.6,25.2,92.5,14.8,0.4,27.9,57.0,85.3,3.1,0.0,23.0,47.2,78.6,9.3,12.5,10.0,0.0,73.1,22.0,1.3,21.5,1.1,65.2,0.0,5.4,15.7,49.8
37023,96.7,49.9,0.5,29.9,54.8,74.5,18.7,8.2,28.8,0.0,70.6,34.6,1.1,26.7,54.0,81.6,35.2,8.4,26.1,51.0,84.7,27.1,0.0,22.9,12.0,99.9,58.9,5.7,23.9,12.6,73.1,2.2,0.0,21.1,47.1
