40725,83.3,29.5,9.1,8.4,12.4,74.6,22.4,0.5,1.0,0.6,82.3,21.1,7.3,44.3,19.7,81.1,6.3,12.8,6.8,2.9,86.6,3.8,4.8,1.7,4.9,81.6,0.0,7.6,4.0,0.0,68.9,0.0,1.3,15.9,0.0
40726,85.6,20.7,3.3,20.0,11.9,81.4,19.5,5.1,2.4,7.2,83.4,4.5,11.3,43.0,24.5,86.4,0.0,15.7,4.2,0.0,95.0,7.9,1.0,2.3,19.3,72.4,25.5,5.0,24.1,5.1,68.9,0.0,1.3,15.9,0.0
40727,81.2,22.6,5.4,20.2,6.4,80.0,13.1,0.0,9.0,27.9,83.8,0.5,19.1,43.7,28.0,87.6,26.9,14.3,3.1,5.2,79.2,41.5,9.0,5.4,23.0,57.4,1.6,0.0,18.7,12.1,59.9,12.8,0.0,14.7,0.0
40728,86.8,19.4,3.8,21.9,7.3,78.2,11.3,0.0,8.5,21.5,80.7,0.0,21.5,41.5,31.2,79.4,20.2,1.0,21.3,9.7,92.1,31.5,5.1,6.5,21.9,64.7,5.2,2.1,20.0,21.0,59.9,12.8,0.0,14.7,0.0
40729,92.4,32.7,5.4,18.6,10.2,67.6,10.0,0.0,11.2,16.7,70.7,6.1,21.1,37.9,28.6,70.1,23.2,2.4,20.3,0.6,78.0,4.7,1.3,18.9,25.0,65.1,4.9,4.2,20.9,21.9,59.9,12.8,0.0,14.7,0.0
40730,89.4,47.1,0.0,18.6,10.7,66.4,0.0,0.0,14.4,10.6,78.0,16.8,15.4,36.7,31.0,72.0,37.7,4.0,22.5,2.8,81.5,1.3,2.9,19.0,24.7,72.1,28.8,4.4,22.2,16.3,59.9,12.8,0.0,14.7,0.0
40731,70.0,11.3,1.2,18.9,5.4,85.8,7.0,0.0,14.5,25.5,76.0,0.0,19.6,33.5,41.5,61.5,7.6,4.7,16.4,5.7,65.6,18.3,2.5,25.4,29.2,71.5,16.7,3.8,25.6,27.8,59.9,12.8,0.0,14.7,0.0
40732,69.0,7.3,1.9,18.3,5.4,94.4,15.9,0.0,10.1,23.6,72.6,9.6,6.0,32.5,35.8,67.8,0.0,5.5,17.5,2.7,75.6,20.5,0.4,24.4,28.6,73.5,0.0,5.8,24.6,25.9,59.9,12.8,0.0,14.7,0.0
40733,62.3,16.0,3.0,18.5,10.2,91.0,14.0,5.2,10.6,28.4,77.1,13.5,3.3,33.7,41.7,71.3,7.8,10.2,19.7,1.8,84.7,20.4,0.0,23.9,32.8,75.0,17.8,8.8,21.0,19.8,59.9,12.8,0.0,14.7,0.0
40734,67.0,17.5,0.0,19.5,14.5,59.4,26.2,1.0,22.4,27.2,79.3,19.5,9.6,30.1,37.2,79.8,22.8,5.7,16.2,0.0,79.0,34.7,0.0,27.9,39.2,83.0,8.8,7.3,22.2,28.8,59.9,12.8,0.0,14.7,0.0
40735,75.1,25.8,0.0,23.7,13.1,60.3,20.1,0.0,21.9,33.2,75.3,25.7,9.5,29.4,32.0,83.5,18.5,5.2,14.7,2.0,83.3,37.7,2.0,27.3,40.8,71.0,19.4,5.3,23.7,25.1,59.9,12.8,0.0,14.7,0.0
40736,79.0,27.2,0.0,17.9,19.5,59.4,16.3,0.0,21.6,33.3,74.0,18.0,11.8,31.0,24.6,82.8,19.2,2.7,16.3,7.5,69.8,19.8,0.0,26.9,36.4,67.0,9.5,4.7,24.6,33.1,59.9,12.8,0.0,14.7,0.0
40737,77.7,20.1,0.6,18.2,28.3,61.3,36.2,0.2,24.2,22.6,75.0,10.2,13.5,30.4,29.1,85.5,2.9,1.6,12.7,0.0,73.5,47.7,-0.0,24.1,33.9,64.0,24.3,10.8,19.3,29.7,51.6,3.4,5.9,17.5,0.0
40738,71.5,0.4,0.0,20.2,41.6,60.6,27.8,0.0,25.2,33.5,67.9,3.0,16.6,28.6,34.9,88.5,25.6,0.0,13.2,7.6,78.8,36.8,3.2,23.7,30.3,57.2,30.5,13.2,25.5,36.5,61.7,18.8,-0.0,21.9,1.6
40739,79.6,0.0,8.4,21.8,39.0,51.7,11.8,9.6,23.5,35.4,57.4,24.2,22.2,29.3,55.5,81.7,45.7,3.1,16.5,0.0,65.3,21.9,10.6,26.3,30.8,44.8,52.3,6.9,33.5,28.4,61.7,18.8,-0.0,21.9,1.6
40740,74.2,6.5,6.4,22.7,55.8,52.7,29.8,11.1,22.9,44.7,78.5,10.6,10.7,28.6,59.8,82.2,33.6,4.6,13.5,0.0,62.4,21.0,4.2,23.2,30.2,49.7,33.2,1.4,29.8,31.5,61.7,18.8,-0.0,21.9,1.6
40741,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6
40742,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6
40743,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6,86.9,0.0,1.0,19.6,74.2,55.9,10.9,4.7,21.8,33.8,88.3,25.4,12.3,29.0,58.7,75.4,47.9,2.9,10.5,0.0,64.7,12.6,6.4,24.7,27.3,48.2,20.8,5.3,31.0,35.6,61.7,18.8,-0.0,21.9,1.6
40744,99.9,0.0,3.6,17.6,73.8,49.5,20.4,7.7,25.3,29.6,87.1,31.1,11.6,29.2,54.2,51.9,12.9,0.0,18.3,4.5,58.4,16.0,7.7,22.4,27.2,71.4,39.7,0.0,36.7,26.9,61.7,18.8,-0.0,21.9,1.6
40745,95.6,3.8,3.2,17.7,73.9,53.3,34.3,9.3,22.5,29.8,83.0,4.7,8.1,29.1,44.4,47.2,17.5,0.0,19.2,7.9,45.1,11.1,10.4,21.2,27.4,71.4,49.4,2.5,39.2,18.8,61.7,18.8,-0.0,21.9,1.6
40746,80.8,1.7,4.8,20.8,75.2,99.9,33.6,9.1,20.5,35.9,69.0,9.7,3.0,32.1,43.6,30.3,4.8,0.0,15.9,3.6,28.9,0.0,2.2,20.6,12.0,72.6,68.6,15.7,42.6,13.5,58.8,17.0,8.9,19.6,0.0
40747,78.9,0.0,4.9,20.7,75.8,100.0,24.3,9.2,20.6,41.1,71.7,3.2,4.2,30.0,43.5,35.0,0.0,1.6,17.0,6.3,31.7,0.0,4.0,18.7,8.7,74.3,66.0,17.7,43.0,17.7,70.2,22.6,0.0,18.7,0.0
40748,78.9,0.0,4.9,20.7,75.8,100.0,24.3,9.2,20.6,41.1,71.7,3.2,4.2,30.0,43.5,35.0,0.0,1.6,17.0,6.3,31.7,0.0,4.0,18.7,8.7,74.3,66.0,17.7,43.0,17.7,70.2,22.6,0.0,18.7,0.0,78.9,0.0,4.9,20.7,75.8,100.0,24.3,9.2,20.6,41.1,71.7,3.2,4.2,30.0,43.5,35.0,0.0,1.6,17.0,6.3,31.7,0.0,4.0,18.7,8.7,74.3,66.0,17.7,43.0,17.7,70.2,22.6,0.0,18.7,0.0
40749,79.0,14.0,5.8,19.9,62.6,99.9,11.0,6.4,21.6,51.3,86.2,6.5,10.1,31.9,40.5,31.0,0.0,0.0,13.3,17.9,58.7,31.0,0.8,27.1,2.0,61.2,23.4,4.0,19.5,12.2,70.2,22.6,0.0,18.7,0.0
40750,64.5,23.0,4.3,23.5,62.1,82.4,16.8,1.1,24.5,55.7,87.2,0.0,5.1,33.8,40.2,21.2,4.9,5.1,16.2,9.8,59.2,30.9,1.4,27.8,4.0,59.4,60.9,5.3,24.2,6.4,58.0,12.3,2.2,20.0,0.0
40751,64.5,23.0,4.3,23.5,62.1,82.4,16.8,1.1,24.5,55.7,87.2,0.0,5.1,33.8,40.2,21.2,4.9,5.1,16.2,9.8,59.2,30.9,1.4,27.8,4.0,59.4,60.9,5.3,24.2,6.4,58.0,12.3,2.2,20.0,0.0,64.5,23.0,4.3,23.5,62.1,82.4,16.8,1.1,24.5,55.7,87.2,0.0,5.1,33.8,40.2,21.2,4.9,5.1,16.2,9.8,59.2,30.9,1.4,27.8,4.0,59.4,60.9,5.3,24.2,6.4,58.0,12.3,2.2,20.0,0.0
