38869,0.0,0,3,901,1
38870,0.0,1,9,901,2
38870,0.1,1,3,902,2
38870,0.2,1,3,901,2
38870,0.3,1,8,98,1
38870,0.4,1,12,93,1
38870,0.5,1,3,91,1
38870,0.6,1,2,97,1
38872,0.0,8,8,91,2
38872,0.1,8,132,96,1
38872,0.2,8,132,93,1
38872,0.3,8,3,91,1
38873,0.0,11,132,96,2
38873,0.1,11,12,901,2
38874,0.0,6,132,97,2
38874,0.1,6,3,901,2
38874,0.2,6,9,901,2
38874,0.3,6,3,902,2
38874,0.4,6,8,91,1
38874,0.5,6,12,93,1
38874,0.6,6,3,901,1
38874,0.7,6,3,901,1
38874,0.8,6,2,94,1
38874,0.9,6,9,93,1
38874,1.0,6,12,98,1
38874,1.1,6,131,91,1
38874,1.2,6,132,91,1
38874,1.3,6,8,91,1
38874,1.4,6,132,98,1
38875,0.0,21,2,901,2
38875,0.1,21,12,96,2
38875,0.2,21,12,96,1
38875,0.3,21,12,91,1
38875,0.4,21,3,97,1
38875,0.5,21,8,98,1
38875,0.6,21,132,97,1
38875,0.7,21,3,91,1
38875,0.8,21,12,96,1
38875,0.9,21,3,98,1
38875,1.0,21,2,901,1
38876,0.0,28,132,94,1
38876,0.1,28,3,96,1
38876,0.2,28,2,901,1
38876,0.3,28,2,97,1
38876,0.4,28,9,96,1
38876,0.5,28,132,902,1
38876,0.6,28,8,97,1
38876,0.7,28,3,93,1
38877,0.0,34,9,901,2
38877,0.1,34,8,91,2
38877,0.2,34,3,902,2
38877,0.3,34,12,98,1
38877,0.4,34,2,901,1
38877,0.5,34,8,91,1
38878,0.0,25,8,94,2
38878,0.1,25,3,91,2
38878,0.2,25,8,93,1
38878,0.3,25,3,902,1
38878,0.4,25,8,96,1
38878,0.5,25,12,98,1
38878,0.6,25,8,901,1
38878,0.7,25,2,93,1
38879,0.0,22,3,901,1
38879,0.1,22,9,901,1
38879,0.2,22,9,901,1
38879,0.3,22,9,93,1
38879,0.4,22,3,901,1
38879,0.5,22,8,91,1
38879,0.6,22,3,902,1
38879,0.7,22,8,901,1
38880,0.0,22,9,901,2
38880,0.1,22,132,93,2
38880,0.2,22,9,94,2
38880,0.3,22,12,93,2
38880,0.4,22,8,901,2
38880,0.5,22,2,96,2
38880,0.6,22,3,901,2
38881,0.0,23,12,901,2
38881,0.1,23,3,97,2
38881,0.2,23,12,98,2
38881,0.3,23,3,901,1
38881,0.4,23,2,902,1
38881,0.5,23,2,94,1
38881,0.6,23,12,98,1
38881,0.7,23,132,98,1
38881,0.8,23,3,91,1
38881,0.9,23,8,901,1
38882,0.0,25,12,98,2
38882,0.1,25,9,97,2
38882,0.2,25,3,902,2
38882,0.3,25,9,902,2
38882,0.4,25,12,901,2
38882,0.5,25,3,93,1
38882,0.6,25,12,96,1
38882,0.7,25,3,902,1
38882,0.8,25,9,91,1
38882,0.9,25,3,901,1
38882,1.0,25,9,97,1
38883,0.0,28,9,96,2
38883,0.1,28,9,901,2
38883,0.2,28,12,93,2
38883,0.3,28,3,901,2
38883,0.4,28,2,902,1
38883,0.5,28,12,96,1
38883,0.6,28,9,901,1
38883,0.7,28,2,901,1
38883,0.8,28,2,97,1
38883,0.9,28,9,91,1
38883,1.0,28,8,96,1
38883,1.1,28,132,93,1
38884,0.0,33,3,93,2
38884,0.1,33,8,93,2
38884,0.2,33,3,98,2
38884,0.3,33,132,98,2
38884,0.4,33,3,97,1
38884,0.5,33,3,97,1
38884,0.6,33,8,902,1
38884,0.7,33,2,98,1
38885,0.0,31,8,98,2
38885,0.1,31,8,97,2
38885,0.2,31,12,91,2
38885,0.3,31,9,97,2
38885,0.4,31,8,902,1
38885,0.5,31,3,902,1
38885,0.6,31,2,902,1
38885,0.7,31,132,901,1
38885,0.8,31,12,91,1
38885,0.9,31,9,97,1
38886,0.0,30,3,902,2
38886,0.1,30,9,94,1
38886,0.2,30,132,901,1
38886,0.3,30,2,91,1
38887,0.0,22,132,96,2
38887,0.1,22,12,91,2
38887,0.2,22,8,98,1
38887,0.3,22,8,97,1
38887,0.4,22,8,98,1
38887,0.5,22,132,96,1
38888,0.0,20,2,901,2
38888,0.1,20,3,93,2
38888,0.2,20,132,91,2
38888,0.3,20,132,91,2
38888,0.4,20,12,98,2
38888,0.5,20,9,93,2
38888,0.6,20,9,94,2
38888,0.7,20,12,96,1
38888,0.8,20,9,94,1
38888,0.9,20,3,91,1
38888,1.0,20,9,98,1
38888,1.1,20,132,97,1
38888,1.2,20,132,901,1
38888,1.3,20,132,97,1
38888,1.4,20,3,901,1
38889,0.0,25,12,97,2
38889,0.1,25,12,98,2
38889,0.2,25,9,93,2
38889,0.3,25,3,901,1
38889,0.4,25,12,98,1
38889,0.5,25,2,901,1
38890,0.0,27,9,901,2
38890,0.1,27,3,901,2
38890,0.2,27,8,98,2
38890,0.3,27,3,901,2
38890,0.4,27,12,97,2
38890,0.5,27,12,98,2
38890,0.6,27,12,93,2
38891,0.0,28,3,902,2
38891,0.1,28,132,91,2
38891,0.2,28,9,97,2
38891,0.3,28,3,901,2
38891,0.4,28,8,901,2
38891,0.5,28,3,901,2
38891,0.6,28,3,901,2
38891,0.7,28,9,96,2
38891,0.8,28,3,902,2
38891,0.9,28,132,97,2
38891,1.0,28,3,902,1
38891,1.1,28,132,93,1
38891,1.2,28,3,901,1
38891,1.3,28,3,93,1
38892,0.0,27,3,94,1
38892,0.1,27,2,902,1
38893,0.0,23,2,96,2
38894,0.0,17,12,93,2
38894,0.1,17,12,97,1
38894,0.2,17,8,93,1
38895,0.0,6,3,94,2
38895,0.1,6,2,96,2
38895,0.2,6,8,98,1
38895,0.3,6,3,902,1
38895,0.4,6,12,98,1
38895,0.5,6,9,901,1
38895,0.6,6,12,98,1
38895,0.7,6,12,97,1
38896,0.0,12,9,98,2
38896,0.1,12,131,94,2
38896,0.2,12,2,902,1
38897,0.0,14,12,91,2
38898,0.0,12,132,97,2
38898,0.1,12,3,96,2
38898,0.2,12,3,93,1
38899,0.0,7,12,94,1
38899,0.1,7,3,902,1
38901,0.0,5,12,98,1
38901,0.1,5,12,98,1
38901,0.2,5,12,94,1
38902,0.0,5,132,96,2
38902,0.1,5,3,902,2
38902,0.2,5,3,902,1
38903,0.0,6,9,901,2
38903,0.1,6,2,98,2
38903,0.2,6,3,97,1
38903,0.3,6,132,91,1
38904,0.0,10,12,94,2
38904,0.1,10,8,97,2
38904,0.2,10,8,97,1
38905,0.0,10,12,93,2
38905,0.1,10,12,98,2
38905,0.2,10,2,91,2
38905,0.3,10,9,901,1
38905,0.4,10,12,94,1
38905,0.5,10,3,93,1
38905,0.6,10,9,901,1
38905,0.7,10,12,96,1
38906,0.0,15,3,901,2
38906,0.1,15,9,96,2
38906,0.2,15,9,901,2
38907,0.0,14,132,96,1
38907,0.1,14,132,97,1
38907,0.2,14,2,901,1
38908,0.0,14,2,94,2
38908,0.1,14,132,93,2
38908,0.2,14,8,901,2
38908,0.3,14,8,96,1
38908,0.4,14,132,91,1
38908,0.5,14,131,901,1
38909,0.0,12,3,98,2
38909,0.1,12,12,91,1
38909,0.2,12,132,98,1
38910,0.0,12,2,902,2
38910,0.1,12,2,94,2
38910,0.2,12,9,94,2
38910,0.3,12,132,97,2
38910,0.4,12,3,902,1
38910,0.5,12,3,902,1
38910,0.6,12,3,93,1
38910,0.7,12,12,93,1
38910,0.8,12,3,98,1
38911,0.0,18,132,93,2
38911,0.1,18,9,96,2
38911,0.2,18,12,93,2
38911,0.3,18,2,902,2
38912,0.0,16,8,902,2
38912,0.1,16,9,97,2
38912,0.2,16,12,91,2
38912,0.3,16,8,91,1
38912,0.4,16,12,93,1
38913,0.0,18,132,94,2
38913,0.1,18,12,96,2
38913,0.2,18,132,901,2
38913,0.3,18,9,901,2
38913,0.4,18,9,901,2
38913,0.5,18,132,901,2
38913,0.6,18,9,97,1
38913,0.7,18,3,902,1
38913,0.8,18,132,901,1
38913,0.9,18,8,901,1
38913,1.0,18,8,94,1
38914,0.0,20,12,96,2
38914,0.1,20,3,902,2
38914,0.2,20,12,96,2
38914,0.3,20,12,96,1
38914,0.4,20,9,902,1
38915,0.0,21,3,902,2
38915,0.1,21,132,902,2
38915,0.2,21,2,98,1
38915,0.3,21,8,91,1
38915,0.4,21,8,91,1
38915,0.5,21,2,901,1
38915,0.6,21,3,91,1
38915,0.7,21,9,901,1
38916,0.0,24,9,94,2
38916,0.1,24,2,901,2
38916,0.2,24,3,902,2
38916,0.3,24,12,93,2
38916,0.4,24,8,98,2
38916,0.5,24,9,94,2
38916,0.6,24,12,98,2
38916,0.7,24,9,97,2
38917,0.0,21,2,902,1
38917,0.1,21,8,96,1
38917,0.2,21,9,901,1
38917,0.3,21,8,91,1
38917,0.4,21,12,96,1
38917,0.5,21,132,901,1
38917,0.6,21,3,94,1
38918,0.0,23,2,93,2
38918,0.1,23,131,901,2
38918,0.2,23,2,93,1
38918,0.3,23,2,91,1
38918,0.4,23,3,93,1
38918,0.5,23,12,91,1
38919,0.0,21,9,902,2
38919,0.1,21,9,901,2
38919,0.2,21,12,97,2
38919,0.3,21,2,901,1
38920,0.0,17,3,901,2
38920,0.1,17,12,97,2
38920,0.2,17,3,98,2
38920,0.3,17,2,98,1
38921,0.0,14,132,901,2
38921,0.1,14,9,98,2
38922,0.0,10,3,98,1
38922,0.1,10,9,91,1
38923,0.0,8,3,902,2
38923,0.1,8,3,93,2
38923,0.2,8,3,98,1
38924,0.0,7,3,96,2
38924,0.1,7,3,97,2
38924,0.2,7,3,91,2
38925,0.0,8,132,94,2
38925,0.1,8,8,91,2
38925,0.2,8,132,93,2
38925,0.3,8,8,93,2
38925,0.4,8,8,94,1
38925,0.5,8,132,94,1
38925,0.6,8,3,93,1
38926,0.0,13,9,901,2
38926,0.1,13,12,98,2
38926,0.2,13,2,98,1
38926,0.3,13,8,91,1
38926,0.4,13,2,94,1
38926,0.5,13,3,901,1
38927,0.0,16,8,97,2
38927,0.1,16,3,91,2
38927,0.2,16,2,901,2
38927,0.3,16,3,902,2
38927,0.4,16,2,91,1
38927,0.5,16,3,91,1
38927,0.6,16,9,97,1
38927,0.7,16,132,93,1
38927,0.8,16,2,901,1
38928,0.0,22,132,902,2
38928,0.1,22,8,93,2
38928,0.2,22,12,94,1
38928,0.3,22,3,94,1
38928,0.4,22,12,96,1
38928,0.5,22,12,93,1
38928,0.6,22,9,901,1
38928,0.7,22,132,97,1
38928,0.8,22,9,901,1
38929,0.0,24,9,97,2
38929,0.1,24,3,901,2
38929,0.2,24,132,901,2
38929,0.3,24,3,901,2
38929,0.4,24,3,902,1
38929,0.5,24,3,91,1
38930,0.0,24,12,94,1
38930,0.1,24,12,901,1
38930,0.2,24,12,97,1
38930,0.3,24,3,902,1
38930,0.4,24,3,901,1
38931,0.0,20,3,94,2
38931,0.1,20,3,98,1
38931,0.2,20,12,98,1
38931,0.3,20,2,91,1
38931,0.4,20,132,97,1
38931,0.5,20,2,902,1
38932,0.0,17,12,93,2
38933,0.0,12,131,901,2
38933,0.1,12,2,902,2
38933,0.2,12,132,97,1
38934,0.0,10,9,97,2
38935,0.0,5,132,93,2
38935,0.1,5,3,94,1
38935,0.2,5,12,97,1
38935,0.3,5,8,97,1
38935,0.4,5,2,91,1
38936,0.0,9,132,98,2
38936,0.1,9,132,901,1
38937,0.0,8,12,91,2
38938,0.0,8,132,96,2
38938,0.1,8,9,91,1
38938,0.2,8,9,901,1
38940,0.0,4,9,97,2
38940,0.1,4,2,91,1
38940,0.2,4,12,901,1
38941,0.0,6,9,901,1
38941,0.1,6,132,91,1
38941,0.2,6,131,93,1
38941,0.3,6,3,94,1
38941,0.4,6,132,96,1
38941,0.5,6,3,91,1
38942,0.0,9,12,93,2
38942,0.1,9,3,901,2
38942,0.2,9,12,97,2
38943,0.0,12,3,902,2
38943,0.1,12,9,93,2
38943,0.2,12,8,93,1
38943,0.3,12,8,96,1
38943,0.4,12,8,98,1
38943,0.5,12,132,98,1
38944,0.0,15,3,901,2
38944,0.1,15,3,902,2
38944,0.2,15,2,901,1
38944,0.3,15,3,91,1
38944,0.4,15,9,901,1
38945,0.0,14,2,901,1
38945,0.1,14,8,902,1
38945,0.2,14,12,98,1
38946,0.0,14,8,901,2
38946,0.1,14,9,93,2
38946,0.2,14,3,94,2
38946,0.3,14,8,96,1
38946,0.4,14,2,901,1
38946,0.5,14,9,94,1
38946,0.6,14,2,94,1
38946,0.7,14,12,901,1
38948,0.0,11,3,94,1
38948,0.1,11,9,901,1
38948,0.2,11,2,902,1
38948,0.3,11,3,901,1
38949,0.0,12,132,93,2
38949,0.1,12,2,901,1
38949,0.2,12,3,93,1
38949,0.3,12,8,91,1
38950,0.0,8,12,91,2
38950,0.1,8,9,901,1
38950,0.2,8,9,93,1
38950,0.3,8,132,96,1
38951,0.0,12,3,91,2
38952,0.0,9,3,901,2
38952,0.1,9,3,94,2
38952,0.2,9,3,98,1
38953,0.0,8,132,97,2
38954,0.0,5,9,96,2
38954,0.1,5,3,901,2
38954,0.2,5,3,901,2
38954,0.3,5,132,902,1
38954,0.4,5,3,97,1
38954,0.5,5,3,901,1
38954,0.6,5,3,97,1
38954,0.7,5,8,97,1
38954,0.8,5,9,901,1
38955,0.0,13,9,901,2
38955,0.1,13,3,93,1
38955,0.2,13,9,93,1
38955,0.3,13,12,91,1
38957,0.0,13,12,98,2
38957,0.1,13,3,902,1
38957,0.2,13,8,98,1
38957,0.3,13,132,94,1
38958,0.0,8,9,901,2
38959,0.0,5,8,902,2
38960,0.0,6,3,902,1
38960,0.1,6,3,98,1
38960,0.2,6,2,91,1
38960,0.3,6,12,93,1
38960,0.4,6,3,901,1
38962,0.0,6,12,93,2
38962,0.1,6,12,98,1
38962,0.2,6,3,94,1
38962,0.3,6,9,93,1
38963,0.0,9,8,901,1
38964,0.0,5,9,96,1
38965,0.0,6,3,91,2
38965,0.1,6,12,91,1
38966,0.0,4,8,902,2
38966,0.1,4,8,98,1
38966,0.2,4,9,98,1
38967,0.0,6,132,901,2
38968,0.0,6,132,94,2
38968,0.1,6,2,94,1
38969,0.0,6,2,902,2
38969,0.1,6,3,902,2
38970,0.0,5,9,901,1
38970,0.1,5,3,901,1
38970,0.2,5,9,901,1
38971,0.0,7,12,93,2
38972,0.0,6,132,97,1
38972,0.1,6,3,94,1
38973,0.0,6,3,91,2
38973,0.1,6,3,96,2
38973,0.2,6,3,902,1
38973,0.3,6,9,94,1
38975,0.0,6,2,901,1
38975,0.1,6,12,94,1
38976,0.0,6,132,902,2
38976,0.1,6,3,91,1
38976,0.2,6,132,901,1
38977,0.0,5,9,901,2
38977,0.1,5,132,97,1
38977,0.2,5,3,901,1
38978,0.0,8,12,94,1
38978,0.1,8,3,98,1
38979,0.0,8,3,93,2
38979,0.1,8,3,91,1
38980,0.0,7,132,97,2
38980,0.1,7,3,901,1
38981,0.0,6,9,98,2
38981,0.1,6,12,98,1
38982,0.0,6,9,93,2
38982,0.1,6,3,902,2
38982,0.2,6,12,96,1
38982,0.3,6,9,98,1
38983,0.0,8,3,902,2
38984,0.0,7,3,901,2
38984,0.1,7,8,96,2
38984,0.2,7,2,901,2
38984,0.3,7,2,901,1
38984,0.4,7,9,96,1
38985,0.0,10,9,93,2
38985,0.1,10,132,96,2
38985,0.2,10,3,94,1
38986,0.0,9,9,94,2
38986,0.1,9,2,94,2
38987,0.0,10,8,97,2
38987,0.1,10,3,902,2
38987,0.2,10,9,901,2
38987,0.3,10,3,902,1
38988,0.0,9,8,98,2
38989,0.0,7,12,91,2
38989,0.1,7,132,901,1
38990,0.0,7,8,97,2
